,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,"[0.255, 0.1619413474070165, 0.26666666666666666, 0.22607766610417562, 0.24333333333333332, 0.20223748416156687]","[0.24500000000000002, 0.215, 0.2833333333333333, 0.3253203549323856, 0.23166666666666663, 0.2565205211630792]","[0.5650000000000001, 0.13425721582097552, 0.6, 0.22607766610417562, 0.5638095238095238, 0.13862296537952234]","[0.465, 0.21219095173922944, 0.6333333333333333, 0.4068851871911235, 0.4904761904761905, 0.2837791610476322]","[0.36, 0.23853720883753124, 0.2833333333333333, 0.2477678124553084, 0.29666666666666663, 0.26265736024122543]","[0.31, 0.09165151389911681, 0.2333333333333333, 0.2905932629027116, 0.19428571428571426, 0.24404750290357283]","[0.34, 0.16401219466856726, 0.3333333333333333, 0.3248931448269655, 0.2838095238095238, 0.2651932081364894]","[0.4800000000000001, 0.198997487421324, 0.45, 0.35784850922639816, 0.3957142857142857, 0.30567163328037206]","[0.45499999999999996, 0.11056672193747989, 0.3333333333333333, 0.2886751345948129, 0.32666666666666666, 0.22744962812309308]","[0.4600000000000001, 0.2835489375751565, 0.41666666666666663, 0.3890872509976251, 0.39333333333333337, 0.3608015767395949]","[0.635, 0.19241881404893857, 0.6166666666666666, 0.3077697552103231, 0.5900000000000001, 0.26501572280401275]","[0.4, 0.206155281280883, 0.3, 0.2560381915956203, 0.30666666666666664, 0.2682453271830761]","[0.45500000000000007, 0.16800297616411441, 0.45, 0.2891558595482912, 0.40714285714285714, 0.24380998883884222]","[0.41500000000000004, 0.21685248442201438, 0.5166666666666666, 0.32871804872193366, 0.43999999999999995, 0.24756592836836186]","[0.5199999999999999, 0.19000000000000003, 0.4833333333333333, 0.2409472049133493, 0.48380952380952386, 0.19754961488227724]","[0.465, 0.2646223724479848, 0.4, 0.30912061651652345, 0.3966666666666666, 0.30675723300355934]","[0.29500000000000004, 0.16800297616411441, 0.26666666666666666, 0.3179797338056486, 0.21666666666666665, 0.23629078131263043]","[0.445, 0.1876832437912346, 0.3833333333333333, 0.3730504880933232, 0.339047619047619, 0.3088769798190398]","[0.255, 0.185, 0.18333333333333332, 0.22912878474779197, 0.16333333333333333, 0.20355179521029368]","[0.385, 0.25695330315059195, 0.4, 0.3179797338056486, 0.3833333333333333, 0.28097054017182027]","[0.54, 0.18681541692269404, 0.45, 0.18333333333333332, 0.48999999999999994, 0.19947152400502907]","[0.52, 0.12489995996796796, 0.6, 0.3511884584284246, 0.4904761904761905, 0.2535909896322733]","[0.6050000000000001, 0.2263294059551255, 0.6166666666666666, 0.38042374035044424, 0.5571428571428572, 0.3155601864819404]","[0.465, 0.17036725037400818, 0.3333333333333333, 0.28867513459481287, 0.3466666666666666, 0.2486407493196202]","[0.5349999999999999, 0.21219095173922944, 0.5, 0.2472066162365221, 0.5066666666666666, 0.2308438625757438]","[0.65, 0.16278820596099708, 0.5833333333333333, 0.1707825127659933, 0.6238095238095237, 0.14591955662899583]","[0.5850000000000001, 0.12257650672131262, 0.6, 0.22607766610417562, 0.5766666666666667, 0.12741009902410927]","[0.465, 0.19241881404893857, 0.45, 0.18333333333333332, 0.4571428571428572, 0.20304931653002592]","[0.7050000000000001, 0.19032866310674282, 0.7, 0.2560381915956203, 0.6895238095238095, 0.19779739513909056]","[0.36000000000000004, 0.157797338380595, 0.4666666666666666, 0.24494897427831783, 0.4038095238095238, 0.18924363114101792]","[0.25, 0.07745966692414834, 0.2833333333333333, 0.2477678124553084, 0.23047619047619045, 0.19994557082495476]","[0.6449999999999999, 0.13124404748406687, 0.6666666666666666, 0.23570226039551584, 0.6357142857142857, 0.14720756783267253]","[0.445, 0.22852789764052878, 0.3333333333333333, 0.32489314482696546, 0.3266666666666666, 0.28936712552280947]","[0.6699999999999999, 0.12489995996796797, 0.6, 0.22607766610417562, 0.6266666666666667, 0.15405626677721793]","[0.645, 0.15882380174268593, 0.75, 0.2608745973749755, 0.6614285714285715, 0.16668639339039226]","[0.29000000000000004, 0.14456832294800961, 0.2, 0.2560381915956203, 0.1638095238095238, 0.20986120021578325]"
1,"[0.34, 0.24269322199023194, 0.3, 0.2560381915956203, 0.30333333333333334, 0.26434405190542454]","[0.36, 0.16852299546352717, 0.4, 0.3511884584284246, 0.3233333333333333, 0.24223496398698882]","[0.55, 0.30740852297878796, 0.5333333333333333, 0.36362373715452384, 0.5157142857142858, 0.32805376750834186]","[0.35500000000000004, 0.1588238017426859, 0.41666666666666663, 0.1707825127659933, 0.3871428571428571, 0.15200921919768037]","[0.34500000000000003, 0.2814693589007514, 0.3333333333333333, 0.3872983346207417, 0.28047619047619043, 0.3257257725626952]","[0.37, 0.22715633383201092, 0.2833333333333333, 0.2891558595482912, 0.27999999999999997, 0.2948445918332797]","[0.24500000000000002, 0.23286262044390038, 0.3, 0.4, 0.20952380952380953, 0.29059326290271154]","[0.31, 0.18, 0.2833333333333333, 0.39475730941090037, 0.215, 0.28562310052857337]","[0.31000000000000005, 0.16999999999999998, 0.18333333333333332, 0.32015621187164245, 0.14666666666666667, 0.2343786110832926]","[0.49000000000000005, 0.20223748416156684, 0.4333333333333333, 0.28087165910587863, 0.43285714285714294, 0.2444527415619282]","[0.49000000000000005, 0.23853720883753124, 0.5, 0.33333333333333337, 0.47333333333333333, 0.27357712704910925]","[0.38, 0.26476404589747454, 0.2833333333333333, 0.24776781245530843, 0.31666666666666665, 0.28489764243788795]","[0.38500000000000006, 0.2236626924634504, 0.3833333333333333, 0.26925824035672524, 0.3666666666666667, 0.22310934040908684]","[0.595, 0.23286262044390033, 0.55, 0.32532035493238554, 0.54, 0.3189566323708183]","[0.42000000000000004, 0.2934280150224242, 0.4833333333333333, 0.32871804872193366, 0.44333333333333336, 0.2820756399738671]","[0.39, 0.2467792535850613, 0.25, 0.2713136766016617, 0.2671428571428572, 0.2868584234462025]","[0.30500000000000005, 0.1588238017426859, 0.25, 0.2608745973749755, 0.22000000000000003, 0.23485219938411384]","[0.33, 0.2609597670139978, 0.2833333333333333, 0.39475730941090037, 0.23238095238095235, 0.30969811941642145]","[0.19, 0.11135528725660045, 0.08333333333333333, 0.1707825127659933, 0.07333333333333333, 0.14742229591663988]","[0.39, 0.3047950130825634, 0.36666666666666664, 0.339934634239519, 0.35380952380952385, 0.3445201072628273]","[0.39, 0.22, 0.25, 0.2140872096444188, 0.27666666666666667, 0.23853720883753124]","[0.375, 0.12093386622447824, 0.3333333333333333, 0.2886751345948129, 0.30333333333333334, 0.2183015244004392]","[0.44000000000000006, 0.142828568570857, 0.5, 0.33333333333333337, 0.4204761904761904, 0.2393685002492279]","[0.38, 0.23259406699226015, 0.3, 0.33166247903554, 0.26666666666666666, 0.29211869733608864]","[0.375, 0.175, 0.36666666666666664, 0.2560381915956203, 0.32333333333333336, 0.24223496398698882]","[0.395, 0.2102974084481309, 0.41666666666666663, 0.2813657169355689, 0.38380952380952377, 0.23144228844318535]","[0.37, 0.17916472867168917, 0.3833333333333333, 0.3077697552103231, 0.33666666666666667, 0.2442448680229649]","[0.28500000000000003, 0.23879907872519107, 0.26666666666666666, 0.3511884584284246, 0.22380952380952382, 0.2873366636484874]","[0.34, 0.31448370387032776, 0.4333333333333333, 0.41633319989322654, 0.35238095238095235, 0.33988126511535943]","[0.52, 0.14177446878757824, 0.55, 0.2891558595482912, 0.5, 0.2129162589689508]","[0.445, 0.3036856927812043, 0.3333333333333333, 0.3872983346207417, 0.32999999999999996, 0.3606937759374287]","[0.37, 0.23685438564654024, 0.3333333333333333, 0.3872983346207417, 0.2857142857142857, 0.3120773786249703]","[0.41500000000000004, 0.25104780421266387, 0.4333333333333333, 0.2808716591058786, 0.41047619047619055, 0.2706907264531888]","[0.39, 0.23748684174075832, 0.3333333333333333, 0.32489314482696546, 0.32666666666666666, 0.29881246441353293]","[0.3, 0.2, 0.25, 0.2608745973749755, 0.22333333333333333, 0.24039319642803722]","[0.385, 0.20254629100529092, 0.41666666666666663, 0.22669117514559073, 0.3938095238095238, 0.2248713413963769]"
2,"[0.34, 0.24269322199023194, 0.3, 0.2560381915956203, 0.30333333333333334, 0.26434405190542454]","[0.36, 0.16852299546352717, 0.4, 0.3511884584284246, 0.3233333333333333, 0.24223496398698882]","[0.55, 0.30740852297878796, 0.5333333333333333, 0.36362373715452384, 0.5157142857142858, 0.32805376750834186]","[0.35500000000000004, 0.1588238017426859, 0.41666666666666663, 0.1707825127659933, 0.3871428571428571, 0.15200921919768037]","[0.34500000000000003, 0.2814693589007514, 0.3333333333333333, 0.3872983346207417, 0.28047619047619043, 0.3257257725626952]","[0.37, 0.22715633383201092, 0.2833333333333333, 0.2891558595482912, 0.27999999999999997, 0.2948445918332797]","[0.24500000000000002, 0.23286262044390038, 0.3, 0.4, 0.20952380952380953, 0.29059326290271154]","[0.31, 0.18, 0.2833333333333333, 0.39475730941090037, 0.215, 0.28562310052857337]","[0.31000000000000005, 0.16999999999999998, 0.18333333333333332, 0.32015621187164245, 0.14666666666666667, 0.2343786110832926]","[0.49000000000000005, 0.20223748416156684, 0.4333333333333333, 0.28087165910587863, 0.43285714285714294, 0.2444527415619282]","[0.49000000000000005, 0.23853720883753124, 0.5, 0.33333333333333337, 0.47333333333333333, 0.27357712704910925]","[0.38, 0.26476404589747454, 0.2833333333333333, 0.24776781245530843, 0.31666666666666665, 0.28489764243788795]","[0.38500000000000006, 0.2236626924634504, 0.3833333333333333, 0.26925824035672524, 0.3666666666666667, 0.22310934040908684]","[0.595, 0.23286262044390033, 0.55, 0.32532035493238554, 0.54, 0.3189566323708183]","[0.42000000000000004, 0.2934280150224242, 0.4833333333333333, 0.32871804872193366, 0.44333333333333336, 0.2820756399738671]","[0.39, 0.2467792535850613, 0.25, 0.2713136766016617, 0.2671428571428572, 0.2868584234462025]","[0.30500000000000005, 0.1588238017426859, 0.25, 0.2608745973749755, 0.22000000000000003, 0.23485219938411384]","[0.33, 0.2609597670139978, 0.2833333333333333, 0.39475730941090037, 0.23238095238095235, 0.30969811941642145]","[0.19, 0.11135528725660045, 0.08333333333333333, 0.1707825127659933, 0.07333333333333333, 0.14742229591663988]","[0.39, 0.3047950130825634, 0.36666666666666664, 0.339934634239519, 0.35380952380952385, 0.3445201072628273]","[0.39, 0.22, 0.25, 0.2140872096444188, 0.27666666666666667, 0.23853720883753124]","[0.375, 0.12093386622447824, 0.3333333333333333, 0.2886751345948129, 0.30333333333333334, 0.2183015244004392]","[0.44000000000000006, 0.142828568570857, 0.5, 0.33333333333333337, 0.4204761904761904, 0.2393685002492279]","[0.38, 0.23259406699226015, 0.3, 0.33166247903554, 0.26666666666666666, 0.29211869733608864]","[0.375, 0.175, 0.36666666666666664, 0.2560381915956203, 0.32333333333333336, 0.24223496398698882]","[0.395, 0.2102974084481309, 0.41666666666666663, 0.2813657169355689, 0.38380952380952377, 0.23144228844318535]","[0.37, 0.17916472867168917, 0.3833333333333333, 0.3077697552103231, 0.33666666666666667, 0.2442448680229649]","[0.28500000000000003, 0.23879907872519107, 0.26666666666666666, 0.3511884584284246, 0.22380952380952382, 0.2873366636484874]","[0.34, 0.31448370387032776, 0.4333333333333333, 0.41633319989322654, 0.35238095238095235, 0.33988126511535943]","[0.52, 0.14177446878757824, 0.55, 0.2891558595482912, 0.5, 0.2129162589689508]","[0.445, 0.3036856927812043, 0.3333333333333333, 0.3872983346207417, 0.32999999999999996, 0.3606937759374287]","[0.37, 0.23685438564654024, 0.3333333333333333, 0.3872983346207417, 0.2857142857142857, 0.3120773786249703]","[0.41500000000000004, 0.25104780421266387, 0.4333333333333333, 0.2808716591058786, 0.41047619047619055, 0.2706907264531888]","[0.39, 0.23748684174075832, 0.3333333333333333, 0.32489314482696546, 0.32666666666666666, 0.29881246441353293]","[0.3, 0.2, 0.25, 0.2608745973749755, 0.22333333333333333, 0.24039319642803722]","[0.385, 0.20254629100529092, 0.41666666666666663, 0.22669117514559073, 0.3938095238095238, 0.2248713413963769]"
3,"[0.42000000000000004, 0.15999999999999998, 0.3833333333333333, 0.26925824035672524, 0.36333333333333334, 0.2040969268645551]","[0.6599999999999999, 0.21540659228538014, 0.7, 0.2666666666666667, 0.6733333333333333, 0.1818424226264781]","[0.4800000000000001, 0.198997487421324, 0.5166666666666666, 0.32871804872193366, 0.4621428571428572, 0.25624280311778486]","[0.49000000000000005, 0.2211334438749598, 0.5, 0.2472066162365221, 0.49000000000000005, 0.21501937897160184]","[0.45999999999999996, 0.3014962686336267, 0.5166666666666666, 0.32015621187164245, 0.4671428571428572, 0.30163913506117457]","[0.43499999999999994, 0.1342572158209755, 0.4666666666666666, 0.1, 0.4504761904761905, 0.06953685461436879]","[0.33, 0.18999999999999997, 0.3833333333333333, 0.4349329450233296, 0.2816666666666666, 0.304817796214212]","[0.4, 0.16278820596099708, 0.36666666666666664, 0.3055050463303893, 0.3338095238095238, 0.25386312308165393]","[0.37, 0.2193171219946131, 0.16666666666666666, 0.25819888974716115, 0.1738095238095238, 0.2681189197017637]","[0.48, 0.21, 0.5166666666666666, 0.39756201472921876, 0.4404761904761905, 0.31068098708637043]","[0.525, 0.17211914478058504, 0.45, 0.2891558595482912, 0.4600000000000001, 0.2602562839459085]","[0.43000000000000005, 0.1777638883463118, 0.36666666666666664, 0.20816659994661327, 0.38, 0.2227105745132009]","[0.41500000000000004, 0.12257650672131262, 0.41666666666666663, 0.3184162195757133, 0.36047619047619045, 0.25416307012064504]","[0.725, 0.18874586088176876, 0.7833333333333333, 0.2242270674512285, 0.7304761904761905, 0.17305052805689725]","[0.375, 0.21592822881689183, 0.35, 0.29297326385411576, 0.33999999999999997, 0.24979991993593595]","[0.38500000000000006, 0.1817278184538625, 0.31666666666666665, 0.3113590282044901, 0.27999999999999997, 0.2543837870445188]","[0.29500000000000004, 0.1422146265332789, 0.3, 0.26666666666666666, 0.27380952380952384, 0.24588449254369293]","[0.48, 0.08717797887081345, 0.4666666666666666, 0.28674417556808757, 0.4204761904761904, 0.22746807106934602]","[0.22000000000000003, 0.26000000000000006, 0.2333333333333333, 0.2, 0.25, 0.22669117514559073]","[0.445, 0.290215437218629, 0.4666666666666666, 0.42031734043061636, 0.3854761904761904, 0.3625221081693703]","[0.29000000000000004, 0.2009975124224178, 0.18333333333333332, 0.2409472049133493, 0.18, 0.23485219938411384]","[0.315, 0.2280898945591409, 0.3333333333333333, 0.32489314482696546, 0.2833333333333333, 0.25873624493766706]","[0.355, 0.2392174742781137, 0.4, 0.3815174380753199, 0.33380952380952383, 0.29439549501137613]","[0.35, 0.17320508075688773, 0.3833333333333333, 0.3077697552103231, 0.32666666666666666, 0.23935097428021657]","[0.355, 0.18227726133558184, 0.2833333333333333, 0.2477678124553084, 0.2633333333333333, 0.2330712814188445]","[0.32, 0.22825424421026655, 0.2833333333333333, 0.3337497399083464, 0.2604761904761904, 0.28445795213108777]","[0.29500000000000004, 0.19032866310674282, 0.2833333333333333, 0.39475730941090037, 0.2138095238095238, 0.269040876443114]","[0.38500000000000006, 0.18172781845386246, 0.4666666666666666, 0.36362373715452384, 0.37761904761904763, 0.2799582897342561]","[0.41500000000000004, 0.23457408211479802, 0.3833333333333333, 0.3077697552103231, 0.3633333333333334, 0.28301943396169815]","[0.325, 0.21823152842795196, 0.3333333333333333, 0.3248931448269655, 0.2866666666666666, 0.2749545416973504]","[0.29000000000000004, 0.26248809496813374, 0.35, 0.32871804872193366, 0.30666666666666664, 0.2682453271830761]","[0.45999999999999996, 0.24269322199023197, 0.45, 0.3578485092263981, 0.409047619047619, 0.3026448042689985]","[0.36000000000000004, 0.11135528725660045, 0.4333333333333333, 0.23804761428476165, 0.3771428571428571, 0.14747765886379394]","[0.38500000000000006, 0.20254629100529092, 0.41666666666666663, 0.2813657169355689, 0.37380952380952376, 0.22639088865747264]","[0.48, 0.19, 0.4833333333333333, 0.24094720491334934, 0.46238095238095234, 0.22062013196983063]","[0.31000000000000005, 0.19209372712298545, 0.31666666666666665, 0.35316033500695143, 0.2571428571428571, 0.27864264453957704]"
4,"[0.32, 0.21, 0.26666666666666666, 0.3179797338056486, 0.23666666666666666, 0.2668541007950058]","[0.43, 0.22825424421026655, 0.4333333333333333, 0.3590109871423003, 0.39333333333333337, 0.283156807754604]","[0.465, 0.17036725037400818, 0.41666666666666663, 0.35939764421413045, 0.37, 0.28144468570415593]","[0.42000000000000004, 0.15999999999999998, 0.4666666666666666, 0.1, 0.44666666666666666, 0.10132456102380442]","[0.31, 0.22, 0.3333333333333333, 0.35746017649212025, 0.28047619047619043, 0.28961190702273]","[0.495, 0.14908051515875576, 0.55, 0.18333333333333332, 0.5166666666666667, 0.12583057392117913]","[0.325, 0.22051077071199945, 0.36666666666666664, 0.39999999999999997, 0.2888095238095238, 0.3015569011411451]","[0.40499999999999997, 0.24743686063317244, 0.4333333333333333, 0.41633319989322654, 0.34500000000000003, 0.3126988256382738]","[0.36, 0.16852299546352717, 0.36666666666666664, 0.25603819159562025, 0.3304761904761905, 0.23686539514986382]","[0.3350000000000001, 0.1379311422413372, 0.3833333333333333, 0.3077697552103231, 0.31047619047619046, 0.22566404906087448]","[0.58, 0.25612496949731395, 0.5166666666666666, 0.29297326385411576, 0.55, 0.2906888370749727]","[0.27, 0.198997487421324, 0.31666666666666665, 0.3113590282044901, 0.259047619047619, 0.25847275149482607]","[0.395, 0.18768324379123458, 0.4333333333333333, 0.3590109871423003, 0.3704761904761905, 0.2574671676226468]","[0.505, 0.2953387885124472, 0.5, 0.39440531887330776, 0.44571428571428573, 0.3554767486360559]","[0.4, 0.2144761058952722, 0.4333333333333333, 0.2808716591058786, 0.4004761904761905, 0.2332016149113872]","[0.375, 0.250249875124844, 0.31666666666666665, 0.32015621187164245, 0.31666666666666665, 0.284897642437888]","[0.27999999999999997, 0.15362291495737215, 0.2833333333333333, 0.24776781245530843, 0.2571428571428571, 0.22330236357511152]","[0.25, 0.19493588689617927, 0.08333333333333333, 0.1707825127659933, 0.08, 0.16]","[0.225, 0.14008925726121899, 0.3333333333333333, 0.23570226039551584, 0.2771428571428571, 0.19281657421631834]","[0.27, 0.198997487421324, 0.31666666666666665, 0.3113590282044901, 0.2783333333333333, 0.2507821099414124]","[0.31, 0.2009975124224178, 0.31666666666666665, 0.2733536577809454, 0.2866666666666667, 0.2565584187319181]","[0.395, 0.13865424623862047, 0.45, 0.32532035493238565, 0.37666666666666665, 0.21707653540219915]","[0.45500000000000007, 0.1903286631067428, 0.5166666666666666, 0.32871804872193366, 0.4471428571428572, 0.23885070622450663]","[0.5, 0.191049731745428, 0.4833333333333333, 0.32871804872193366, 0.4504761904761905, 0.25419117200925295]","[0.36, 0.24576411454889013, 0.41666666666666663, 0.3184162195757133, 0.38047619047619047, 0.2708050482351831]","[0.33, 0.16763054614240208, 0.35, 0.18929694486000911, 0.32, 0.17009801096230764]","[0.38500000000000006, 0.1817278184538625, 0.4, 0.27080128015453203, 0.37, 0.21931712199461312]","[0.35500000000000004, 0.20303940504246953, 0.18333333333333332, 0.2833333333333333, 0.1738095238095238, 0.2681189197017637]","[0.39, 0.26248809496813374, 0.41666666666666663, 0.3515837184954831, 0.37, 0.3027466854575877]","[0.4800000000000001, 0.16763054614240208, 0.4833333333333333, 0.2409472049133493, 0.45, 0.200138840697041]","[0.29000000000000004, 0.09165151389911681, 0.3333333333333333, 0.23570226039551584, 0.2838095238095238, 0.19577394525759384]","[0.32999999999999996, 0.1777638883463118, 0.4, 0.43588989435406733, 0.26928571428571424, 0.28467758347051536]","[0.52, 0.2181742422927143, 0.5166666666666666, 0.36094013046179524, 0.46238095238095234, 0.3051519081946399]","[0.42000000000000004, 0.15999999999999998, 0.41666666666666663, 0.2813657169355689, 0.39, 0.22363164156959342]","[0.32, 0.15362291495737213, 0.2833333333333333, 0.23629078131263043, 0.24, 0.20428737928059415]","[0.45500000000000007, 0.16800297616411441, 0.5, 0.2472066162365221, 0.44666666666666666, 0.1950498511777039]"
5,"[0.22999999999999998, 0.18867962264113208, 0.21666666666666665, 0.31666666666666665, 0.18047619047619046, 0.22845681650325675]","[0.4, 0.1949358868961793, 0.5, 0.36514837167011077, 0.39333333333333326, 0.25201410895247733]","[0.67, 0.22825424421026658, 0.6333333333333333, 0.2560381915956203, 0.6557142857142858, 0.19338317443406242]","[0.335, 0.16439282222773596, 0.26666666666666666, 0.2260776661041756, 0.2533333333333333, 0.21197484127446195]","[0.34500000000000003, 0.2814693589007514, 0.2833333333333333, 0.3253203549323856, 0.2633333333333333, 0.3142716447067197]","[0.4600000000000001, 0.2071231517720798, 0.36666666666666664, 0.25603819159562025, 0.3866666666666666, 0.27616420236277306]","[0.24500000000000002, 0.14908051515875576, 0.2833333333333333, 0.39475730941090037, 0.19428571428571426, 0.2440475029035728]","[0.32999999999999996, 0.198997487421324, 0.35, 0.33706247360261143, 0.3, 0.27688746209726917]","[0.265, 0.155, 0.11666666666666665, 0.23629078131263043, 0.10666666666666666, 0.2215099696778153]","[0.395, 0.18768324379123458, 0.36666666666666664, 0.33993463423951903, 0.3304761904761905, 0.2798703943644689]","[0.29000000000000004, 0.09165151389911681, 0.31666666666666665, 0.26299556396765833, 0.24380952380952378, 0.2084039336156716]","[0.425, 0.22276669409945463, 0.41666666666666663, 0.2813657169355689, 0.4, 0.2748737083745107]","[0.36500000000000005, 0.1703672503740082, 0.36666666666666664, 0.3055050463303893, 0.3271428571428571, 0.2327792254486072]","[0.68, 0.2993325909419153, 0.6333333333333333, 0.4333333333333334, 0.6066666666666667, 0.4103656905736638]","[0.485, 0.29330018752124926, 0.55, 0.3578485092263981, 0.49380952380952375, 0.297068443063119]","[0.45500000000000007, 0.1903286631067428, 0.25, 0.2713136766016617, 0.2733333333333333, 0.283156807754604]","[0.30500000000000005, 0.1588238017426859, 0.25, 0.2140872096444188, 0.24333333333333335, 0.20223748416156687]","[0.31000000000000005, 0.128062484748657, 0.2833333333333333, 0.2477678124553084, 0.2604761904761904, 0.22117035635593718]","[0.30500000000000005, 0.15882380174268593, 0.21666666666666665, 0.2362907813126304, 0.21333333333333332, 0.2305548862105411]","[0.39, 0.23, 0.4, 0.3815174380753199, 0.3416666666666667, 0.2991887178502707]","[0.515, 0.195, 0.5, 0.33333333333333337, 0.45714285714285713, 0.2706086194918977]","[0.375, 0.15041608956491323, 0.31666666666666665, 0.2733536577809454, 0.3038095238095238, 0.2584516955091698]","[0.375, 0.23371991785040486, 0.4, 0.3815174380753199, 0.3454761904761905, 0.30766926097623054]","[0.4800000000000001, 0.24515301344262524, 0.36666666666666664, 0.33166247903554, 0.35, 0.3194613522095522]","[0.39, 0.23, 0.3833333333333333, 0.21147629234082535, 0.38, 0.22070593809662464]","[0.395, 0.10594810050208545, 0.4, 0.22607766610417562, 0.3676190476190476, 0.19817535010125528]","[0.505, 0.14908051515875573, 0.5166666666666666, 0.29297326385411576, 0.4833333333333334, 0.2056156068438818]","[0.33, 0.21, 0.35, 0.32871804872193366, 0.3038095238095238, 0.2584516955091698]","[0.395, 0.27608875384557047, 0.45, 0.42196629670573876, 0.3738095238095238, 0.32613485796251723]","[0.44000000000000006, 0.18138357147217055, 0.36666666666666664, 0.30550504633038933, 0.3666666666666667, 0.2683281572999748]","[0.43000000000000005, 0.22825424421026658, 0.36666666666666664, 0.37118429085533483, 0.33571428571428574, 0.31267444110839787]","[0.33, 0.21000000000000002, 0.25, 0.2608745973749755, 0.24714285714285716, 0.2610153730018802]","[0.39, 0.2009975124224178, 0.4333333333333333, 0.2808716591058786, 0.38380952380952377, 0.24314828487031148]","[0.395, 0.2263294059551255, 0.31666666666666665, 0.35316033500695143, 0.29333333333333333, 0.31439536326804257]","[0.41500000000000004, 0.15173990905493517, 0.41666666666666663, 0.31841621957571337, 0.3538095238095238, 0.25391313886084704]","[0.45999999999999996, 0.13747727084867517, 0.4666666666666666, 0.1, 0.4633333333333334, 0.10588253449512391]"
